Customer ID,last_purchase,frequency,total_spend,recency_days,churn_risk,churned,churn_probability
12388.0,2011-11-24 12:30:00,8,412.41,15,Low,0,0.34186869747994003
12389.0,2010-11-02 11:52:00,3,130.06,402,High,1,0.5964894458656024
12390.0,2011-09-21 09:33:00,1,127.9,79,Medium,0,0.687889857221496
12391.0,2011-11-18 12:07:00,6,1054.25,21,Low,0,0.40961486052069584
12392.0,2010-04-27 14:04:00,1,35.25,590,High,1,0.6912771739883132
12393.0,2011-09-28 15:41:00,6,265.35,71,Medium,0,0.4425509637621187
12394.0,2011-10-07 08:08:00,2,91.00999999999999,63,Medium,0,0.6449813168405031
12395.0,2011-11-20 15:21:00,15,909.79,18,Low,0,0.10559140529508167
12396.0,2010-02-03 13:22:00,1,149.46,673,High,1,0.6870987094238314
12397.0,2011-11-04 09:52:00,2,437.0,35,Low,0,0.6313369526833865
12398.0,2011-10-25 10:27:00,1,169.38,45,Low,0,0.6863667720386069
12399.0,2011-08-12 13:15:00,7,224.56,118,High,1,0.39571038238609274
12400.0,2010-10-21 13:45:00,1,32.05,413,High,1,0.6913938032453353
12401.0,2011-02-09 13:50:00,1,48.4,302,High,1,0.6907976447112838
12402.0,2011-01-20 13:49:00,6,231.35,322,High,1,0.4439840523925848
12403.0,2011-10-21 10:51:00,2,63.93000000000001,49,Medium,0,0.6460396857832598
12404.0,2010-01-26 16:25:00,1,63.24,681,High,1,0.6902559939341435
12405.0,2011-07-14 08:52:00,1,191.39000000000001,148,High,1,0.6855569600410921
12406.0,2011-11-17 19:22:00,5,419.96,21,Low,0,0.48557897459119614
12407.0,2011-10-21 10:11:00,5,251.59,49,Medium,0,0.492764780503773
12408.0,2011-11-07 12:27:00,8,490.83,32,Low,0,0.3388615455996007
12409.0,2011-09-22 10:38:00,7,854.36,78,Medium,0,0.37029781939282647
12410.0,2011-02-04 10:39:00,3,240.59,308,High,1,0.5919374830384851
12411.0,2010-10-26 09:25:00,1,74.7,409,High,1,0.6898373533574909
12412.0,2011-09-26 10:16:00,6,326.11,74,Medium,0,0.4399923456494704
12413.0,2011-10-04 09:00:00,4,301.04,66,Medium,0,0.5404448240572934
12414.0,2011-05-06 14:51:00,6,457.8,216,High,1,0.43445795508655066
12415.0,2011-11-15 14:22:00,28,2749.1,23,Low,0,0.006403244932398933
12416.0,2010-02-21 10:19:00,1,16.88,656,High,1,0.6919463666678771
12417.0,2011-12-06 14:52:00,20,2015.56,2,Low,0,0.0347884928202549
12418.0,2011-08-19 11:08:00,4,341.23,112,High,1,0.5387394961589145
12419.0,2010-11-19 10:04:00,2,126.09,385,High,1,0.6436081730003118
12420.0,2011-10-07 08:55:00,1,136.51,63,Medium,0,0.6875740428715869
12421.0,2011-11-24 09:07:00,6,310.12,15,Low,0,0.4406653849768177
12422.0,2011-09-05 09:48:00,17,1750.57,95,High,1,0.06420990139839708
12423.0,2011-12-09 10:10:00,10,490.09,0,Low,0,0.2559187841408217
12424.0,2011-06-30 12:06:00,4,201.4,162,High,1,0.5446685470654037
12425.0,2011-09-22 17:31:00,2,218.79,77,Medium,0,0.6399682641475625
12426.0,2011-05-29 12:26:00,2,273.91,194,High,1,0.6377962639721209
12427.0,2011-11-18 08:56:00,3,191.51,21,Low,0,0.5939607442942301
12428.0,2011-11-14 08:22:00,9,1360.46,25,Low,0,0.2657243815798148
12429.0,2011-11-30 17:22:00,8,576.9,8,Low,0,0.3355759573345196
12430.0,2011-10-27 15:09:00,1,68.48,42,Low,0,0.6900646122838087
12431.0,2011-11-04 11:55:00,27,1547.27,35,Low,0,0.009567835252832429
12432.0,2011-10-28 11:43:00,5,1139.49,42,Low,0,0.4549737672454747
12433.0,2011-12-09 10:02:00,10,1497.21,0,Low,0,0.22455719069245023
12434.0,2011-09-16 12:38:00,3,251.75,84,Medium,0,0.59147698826456
12435.0,2011-09-21 09:06:00,6,417.66,79,Medium,0,0.4361432095783912
12436.0,2011-09-01 12:09:00,1,84.28,99,High,1,0.6894871514412253
12437.0,2011-12-08 11:35:00,39,1898.3799999999999,1,Low,0,0.0008294054146265809
12438.0,2011-11-25 13:28:00,2,381.7,13,Low,0,0.6335325682627944
12439.0,2010-01-26 12:11:00,2,265.71,682,High,1,0.6381197435410431
12440.0,2010-09-03 13:11:00,2,174.34,461,High,1,0.6417156533069324
12441.0,2010-12-08 10:45:00,1,81.42,366,High,1,0.6895917229957992
12442.0,2011-12-06 14:22:00,1,40.08,2,Low,0,0.691101090520599
12443.0,2009-12-07 15:42:00,1,123.28,731,High,1,0.6880592466648728
12444.0,2011-11-18 13:23:00,5,1119.1299999999999,20,Low,0,0.4558362116086646
12445.0,2011-11-17 18:43:00,2,87.29,21,Low,0,0.6451267901264186
12446.0,2011-10-13 12:50:00,1,248.1,57,Medium,0,0.6834652329705285
12447.0,2011-04-10 13:25:00,1,92.93,242,High,1,0.6891707595371096
12448.0,2011-10-26 13:46:00,1,130.94,43,Low,0,0.6877783700963951
12449.0,2011-11-17 13:46:00,6,732.62,21,Low,0,0.42296241309768406
12450.0,2011-07-06 14:41:00,5,82.43,155,High,1,0.4999873096005752
12451.0,2011-11-29 08:40:00,8,1224.2,10,Low,0,0.3113898609988869
12452.0,2011-11-23 10:28:00,2,98.67,16,Low,0,0.6446816826142541
12453.0,2011-07-28 14:08:00,1,102.91,133,High,1,0.6888055003132014
12454.0,2011-10-14 17:13:00,5,398.79,55,Medium,0,0.4864822155003997
12455.0,2011-09-27 15:31:00,10,888.71,72,Medium,0,0.24317081919984362
12456.0,2011-10-26 14:41:00,3,453.07,43,Low,0,0.5831430829950525
12457.0,2011-10-04 13:13:00,8,472.02,65,Medium,0,0.339581674100266
12458.0,2011-09-29 15:25:00,4,333.05,70,Medium,0,0.5390866618479696
12459.0,2010-04-13 14:53:00,1,95.42,604,High,1,0.6890796497618384
12460.0,2010-09-09 13:51:00,1,78.86,455,High,1,0.6896853090797886
12461.0,2011-09-06 16:57:00,2,149.06,93,High,1,0.642707770978493
12462.0,2011-11-21 09:11:00,2,290.75,18,Low,0,0.6371315560911986
12463.0,2011-10-17 13:44:00,4,252.61,52,Medium,0,0.5424985275081262
12464.0,2011-11-29 13:33:00,8,343.15,9,Low,0,0.3445352149699429
12465.0,2011-11-22 16:34:00,2,129.72,16,Low,0,0.6434659478009802
12466.0,2010-01-26 16:26:00,1,56.73,681,High,1,0.690493669295254
12467.0,2010-10-12 15:41:00,1,14.56,422,High,1,0.6920308236776478
12468.0,2011-06-05 11:36:00,5,416.31,187,High,1,0.4857346992267166
12469.0,2010-07-05 12:40:00,2,227.97,522,High,1,0.6396069215860799
12470.0,2010-01-19 11:01:00,1,90.35,689,High,1,0.6892651469737077
12471.0,2011-12-07 15:43:00,79,4327.89,1,Low,0,1.874372344027431e-07
12472.0,2011-11-07 14:01:00,19,2181.99,31,Low,0,0.041013958129685606
12473.0,2011-11-10 13:46:00,5,1398.42,28,Low,0,0.4440308391405908
12474.0,2011-11-22 14:39:00,31,2094.65,16,Low,0,0.003945150761757068
12475.0,2011-10-17 10:10:00,2,188.72,53,Medium,0,0.6411507653610249
12476.0,2011-11-24 12:40:00,23,2296.11,15,Low,0,0.01853209862787888
12477.0,2011-11-17 09:51:00,9,2359.18,22,Low,0,0.23379521165107026
12478.0,2011-12-06 09:56:00,1,163.36,3,Low,0,0.6865880680277003
12479.0,2011-11-28 13:26:00,1,82.72999999999999,10,Low,0,0.6895438272396325
12480.0,2011-11-11 14:52:00,7,784.84,27,Low,0,0.3730707713544375
12481.0,2011-11-17 08:29:00,15,1547.25,22,Low,0,0.09574158598694472
12482.0,2010-05-12 16:51:00,29,2025.76,575,High,1,0.00593754585246077
12483.0,2011-11-22 17:02:00,19,858.8100000000001,16,Low,0,0.050884700602508486
12484.0,2011-11-07 11:37:00,12,1457.54,32,Low,0,0.16361498628207294
12485.0,2010-06-28 15:22:00,1,81.96,528,High,1,0.6895719801992172
12486.0,2010-10-04 12:14:00,1,201.07999999999998,431,High,1,0.6852000780891269
12487.0,2009-12-09 11:36:00,1,4.0,730,High,1,0.6924150862468545
12488.0,2011-11-30 08:50:00,3,205.41,9,Low,0,0.5933880547749791
12489.0,2011-01-07 13:13:00,1,88.62,335,High,1,0.689328428957266
12490.0,2011-12-04 16:07:00,21,1321.24,4,Low,0,0.03217085283169414
12491.0,2011-11-01 12:18:00,1,87.8,38,Low,0,0.6893584214127725
12492.0,2011-10-07 15:15:00,3,136.95,62,Medium,0,0.5962061709400092
12493.0,2011-06-27 10:17:00,2,94.8,165,High,1,0.6448330785894751
12494.0,2011-11-24 09:34:00,9,447.68,15,Low,0,0.29722985033275395
12495.0,2010-03-09 10:53:00,1,97.0,640,High,1,0.6890218295336643
12496.0,2010-03-29 14:06:00,2,28.02,619,High,1,0.6474409530249908
12497.0,2011-09-19 12:29:00,3,106.93,81,Medium,0,0.5974399394693208
12498.0,2011-11-18 12:53:00,3,96.55,20,Low,0,0.5978662530256738
12499.0,2010-05-28 15:12:00,1,62.9,559,High,1,0.6902684095766779
12500.0,2011-11-16 16:20:00,19,689.66,22,Low,0,0.05229821906920244
12501.0,2011-01-07 12:28:00,1,359.49,336,High,1,0.6793350297112476
12502.0,2011-09-05 11:52:00,5,944.51,95,High,1,0.46324342084075376
12503.0,2010-05-04 13:59:00,1,231.6,583,High,1,0.6840746000655281
12504.0,2011-11-21 16:02:00,4,125.7,17,Low,0,0.5478732001032548
12505.0,2010-10-27 09:18:00,1,186.35,408,High,1,0.6857424962418291
12506.0,2011-04-21 08:54:00,1,73.5,232,High,1,0.6898812046634323
12507.0,2011-07-28 17:09:00,4,201.22,133,High,1,0.5446761716087964
12508.0,2011-11-13 15:37:00,2,118.71000000000001,25,Low,0,0.6438972469573004
12509.0,2011-02-28 14:45:00,1,38.95,283,High,1,0.6911422910087461
12510.0,2011-07-20 10:15:00,9,1930.34,142,High,1,0.2471707528986888
12511.0,2010-10-07 10:39:00,1,651.83,428,High,1,0.6683621384017465
12512.0,2011-10-04 14:55:00,2,87.7,65,Medium,0,0.6451107580953432
12513.0,2011-08-19 10:51:00,1,76.32,112,High,1,0.6897781486814679
12514.0,2011-03-17 16:38:00,2,227.44,266,High,1,0.6396277877185914
12515.0,2010-12-21 15:43:00,1,108.5,352,High,1,0.6886008084533534
12516.0,2011-09-23 09:13:00,4,165.2,77,Medium,0,0.5462015013097845
12517.0,2011-11-11 14:04:00,5,668.1800000000001,27,Low,0,0.4749969955501344
12518.0,2011-12-09 10:13:00,5,351.81,0,Low,0,0.48848697478054426
12519.0,2011-10-07 09:26:00,2,125.87,63,Medium,0,0.6436167918956602
12520.0,2011-09-21 15:23:00,5,499.84000000000003,78,Medium,0,0.4821717053721995
12521.0,2011-07-20 10:51:00,1,113.84,142,High,1,0.6884052021113997
12522.0,2011-10-31 15:30:00,2,60.010000000000005,38,Low,0,0.6461927731460718
12523.0,2011-11-20 12:55:00,23,1102.69,18,Low,0,0.022627283776434866
12524.0,2011-11-30 15:31:00,17,754.78,8,Low,0,0.07521885746019984
12525.0,2010-07-29 16:08:00,3,180.35999999999999,497,High,1,0.5944199473620606
12526.0,2011-12-09 12:09:00,3,238.12,0,Low,0,0.5920393807973059
12527.0,2011-09-19 11:55:00,5,82.93,81,Medium,0,0.4999659598898095
12528.0,2011-11-30 14:40:00,6,504.89,8,Low,0,0.43248284134834886
12529.0,2010-06-29 13:10:00,1,63.86,527,High,1,0.690233352938542
12530.0,2011-10-11 12:34:00,9,518.04,59,Medium,0,0.29472575217843794
12531.0,2011-11-25 11:12:00,2,325.61,14,Low,0,0.6357538989777285
12532.0,2011-11-09 13:47:00,1,59.17,29,Low,0,0.6904045984608872
12533.0,2010-03-22 10:56:00,2,237.82,627,High,1,0.6392190305688136
12534.0,2011-08-01 10:26:00,1,191.23,130,High,1,0.685562850990525
12535.0,2011-09-09 08:48:00,2,151.35,91,High,1,0.6426179497845104
12536.0,2011-10-27 14:20:00,3,9070.93,42,Low,0,0.2430148640433402
12537.0,2010-10-27 08:36:00,1,125.68,408,High,1,0.6879712584205712
12538.0,2011-11-10 17:16:00,2,130.18,28,Low,0,0.6434479229661106
12539.0,2011-11-17 13:30:00,7,1903.67,21,Low,0,0.3295636859214693
12540.0,2011-11-20 11:31:00,33,2997.79,19,Low,0,0.002272467141170073
12541.0,2011-11-10 10:40:00,3,188.02,29,Low,0,0.5941044946208824
12542.0,2010-08-12 19:12:00,2,96.14,483,High,1,0.6447806605232685
12543.0,2010-09-17 15:51:00,1,112.37,447,High,1,0.6884590555098823
12544.0,2011-11-03 16:15:00,1,78.02000000000001,35,Low,0,0.6897160136315686
12545.0,2011-09-25 13:39:00,2,201.19,74,Medium,0,0.6406605904893684
12546.0,2011-10-24 12:09:00,2,220.75,46,Medium,0,0.6398911280571182
12547.0,2011-05-26 12:38:00,3,103.67,197,High,1,0.5975738457501217
12548.0,2011-06-26 15:35:00,1,33.6,165,High,1,0.6913373139951173
12549.0,2010-05-13 12:05:00,6,80.78999999999999,575,High,1,0.45034099485693685
12550.0,2011-09-21 14:35:00,1,176.15,78,Medium,0,0.686117804617153
12551.0,2010-12-17 11:23:00,1,16.8,357,High,1,0.6919492791924653
12552.0,2011-11-01 10:02:00,2,182.31,38,Low,0,0.6414026171565081
12553.0,2011-12-01 16:38:00,12,829.59,7,Low,0,0.17882616714856248
12554.0,2010-09-17 12:29:00,1,99.43,448,High,1,0.6889328919739317
12555.0,2010-01-26 16:26:00,1,129.23,681,High,1,0.6878410842800969
12556.0,2011-10-20 13:06:00,2,322.14,49,Medium,0,0.6358911325755449
12557.0,2011-11-23 16:59:00,8,126.06,15,Low,0,0.35295624919737745
12558.0,2011-12-02 10:41:00,1,13.75,7,Low,0,0.6920603077965971
12559.0,2011-02-02 09:49:00,2,74.53,310,High,1,0.6456255751887341
12560.0,2011-12-04 13:54:00,3,299.91,4,Low,0,0.5894879309419918
12561.0,2011-02-10 11:39:00,1,47.43,302,High,1,0.6908330308870834
12562.0,2011-12-01 17:20:00,9,675.99,7,Low,0,0.28914936220894477
12563.0,2010-10-27 09:52:00,1,50.98,408,High,1,0.6907035138917458
12564.0,2011-03-23 14:55:00,1,117.1,260,High,1,0.6882857539480628
12565.0,2011-02-24 10:34:00,1,21.16,288,High,1,0.6917905243335823
12566.0,2011-09-14 14:30:00,1,74.17,85,Medium,0,0.689856721438404
12567.0,2011-11-17 11:02:00,15,2328.21,22,Low,0,0.08479988282577655
12568.0,2010-03-05 09:15:00,1,31.17,644,High,1,0.6914258720141783
12569.0,2011-12-07 16:24:00,32,1021.7,1,Low,0,0.003881748973191764
12570.0,2010-01-26 17:28:00,1,77.52,681,High,1,0.6897342893569504
12571.0,2011-10-31 10:19:00,2,44.9,39,Low,0,0.6467825818543993
12572.0,2011-12-01 09:20:00,2,253.67000000000002,8,Low,0,0.6385944794183646
12573.0,2011-04-26 15:52:00,5,263.39,226,High,1,0.49226104034818285
12574.0,2011-01-28 09:20:00,1,57.2,315,High,1,0.6904765133077791
12575.0,2010-09-08 13:09:00,2,135.67000000000002,456,High,1,0.6432327691316069
12576.0,2011-11-04 10:11:00,8,366.38,35,Low,0,0.3436397557669205
12577.0,2011-11-04 13:24:00,8,547.66,34,Low,0,0.33669038374320337
12578.0,2011-11-18 13:30:00,4,535.4300000000001,20,Low,0,0.5304871994783842
12579.0,2011-09-22 17:15:00,1,96.82,77,Medium,0,0.6890284169460305
12580.0,2011-04-07 10:24:00,2,151.19,246,High,1,0.6426242258268099
12581.0,2011-10-31 08:56:00,1,43.39,39,Low,0,0.6909803884162203
12582.0,2011-04-15 08:45:00,4,397.12,238,High,1,0.5363664919300947
12583.0,2011-12-07 08:07:00,27,1444.17,2,Low,0,0.00973615484501871
12584.0,2011-12-06 09:35:00,9,718.5,3,Low,0,0.28765928962166176
12585.0,2011-04-19 13:39:00,2,301.36,233,High,1,0.6367124890513488
12586.0,2011-11-22 16:24:00,4,481.42,16,Low,0,0.5327841588073615
12587.0,2011-12-02 12:47:00,1,46.24,7,Low,0,0.6908764397372301
12588.0,2011-10-31 15:01:00,4,330.32,38,Low,0,0.5392025167917187
12589.0,2011-11-11 10:19:00,8,1710.23,28,Low,0,0.2938740441537853
12590.0,2011-05-12 14:52:00,2,717.22,210,High,1,0.6201289799150967
12591.0,2011-01-26 14:35:00,3,299.4,316,High,1,0.5895090099234632
12592.0,2011-09-08 15:04:00,5,877.4399999999999,91,High,1,0.4660929629457016
12593.0,2011-08-23 12:43:00,3,55.7,108,High,1,0.599542547835791
12594.0,2011-11-02 12:20:00,15,610.07,37,Low,0,0.11052454884172103
12595.0,2010-07-23 09:10:00,1,60.62,504,High,1,0.6903516603255081
12596.0,2011-10-19 13:02:00,2,118.95,50,Medium,0,0.6438878478266455
12597.0,2011-11-20 13:33:00,4,812.0699999999999,18,Low,0,0.5187039667217117
12598.0,2011-11-30 12:18:00,11,578.24,9,Low,0,0.21723237542377516
12599.0,2011-11-10 13:34:00,13,369.11,28,Low,0,0.16175954168645532
12600.0,2011-11-11 10:29:00,21,769.88,28,Low,0,0.0352357116350851
12601.0,2011-06-03 10:17:00,6,231.26,189,High,1,0.4439878471104001
12602.0,2011-10-12 11:22:00,1,23.65,58,Medium,0,0.6916998389393932
12603.0,2011-11-18 10:42:00,1,28.95,21,Low,0,0.6915067645720401
12604.0,2011-09-21 14:08:00,2,41.46,78,Medium,0,0.6469167975754158
12605.0,2010-11-28 14:18:00,4,169.03,375,High,1,0.5460393539757903
12606.0,2010-01-26 16:23:00,1,21.0,681,High,1,0.6917963510017565
12607.0,2011-10-10 16:06:00,1,217.93,59,Medium,0,0.684578972914777
12608.0,2010-10-31 10:49:00,1,26.04,404,High,1,0.6916127816198824
12609.0,2011-09-22 16:34:00,9,690.52,77,Medium,0,0.2886395376181192
12610.0,2011-11-17 09:34:00,5,532.62,22,Low,0,0.4807739410531486
12611.0,2011-10-18 13:12:00,1,173.88,51,Medium,0,0.6862012960412758
12612.0,2011-09-26 15:35:00,1,84.34,73,Medium,0,0.689484957425023
12613.0,2011-10-13 14:59:00,10,957.63,56,Medium,0,0.24101098413956998
12614.0,2011-03-07 10:22:00,1,112.2,277,High,1,0.6884652831251921
12615.0,2011-12-07 15:02:00,8,826.74,1,Low,0,0.32612929941007435
12616.0,2011-09-05 15:17:00,3,203.2,94,High,1,0.5934791253074793
12617.0,2011-11-10 14:39:00,1,79.92999999999999,28,Low,0,0.6896461949090366
12618.0,2011-11-18 11:10:00,1,73.02000000000001,21,Low,0,0.689898744230188
12619.0,2011-11-23 14:52:00,10,660.57,15,Low,0,0.25041360037916943
12620.0,2011-11-25 10:20:00,3,197.6,14,Low,0,0.5937098634799894
12621.0,2011-12-08 11:25:00,35,2329.86,1,Low,0,0.0017099529634607435
12622.0,2011-04-21 16:39:00,1,63.13,231,High,1,0.6902600107896917
12623.0,2011-03-08 13:50:00,7,513.31,275,High,1,0.38398003178034223
12624.0,2011-08-25 15:04:00,2,147.14,105,High,1,0.6427830718506544
12625.0,2011-05-12 09:54:00,4,422.45,211,High,1,0.5352904695980785
12626.0,2011-11-16 16:06:00,9,829.39,22,Low,0,0.2837939779801276
12627.0,2011-11-29 12:07:00,7,675.72,10,Low,0,0.3774400735538021
12628.0,2011-12-05 13:15:00,3,147.24,3,Low,0,0.5957829892883423
12629.0,2010-11-19 09:18:00,2,179.9,385,High,1,0.6414972869841453
12630.0,2011-11-30 10:48:00,2,287.13,9,Low,0,0.6372744889359778
12631.0,2011-10-13 13:53:00,6,573.07,56,Medium,0,0.42962695690133396
12632.0,2010-07-07 09:39:00,2,78.17,520,High,1,0.6454833207679646
12633.0,2011-10-12 11:40:00,7,932.81,58,Medium,0,0.3671789248069523
12634.0,2010-06-22 10:05:00,2,155.55,535,High,1,0.6424531861826461
12635.0,2011-09-11 11:04:00,4,472.78,89,Medium,0,0.5331514778975984
12636.0,2009-12-01 09:55:00,1,141.0,738,High,1,0.6874092807551745
12637.0,2011-10-03 13:46:00,12,1598.53,66,Medium,0,0.16034628668858555
12638.0,2011-11-06 13:11:00,2,161.84,32,Low,0,0.6422063700991656
12639.0,2011-04-15 12:48:00,3,286.19,238,High,1,0.5900548821458601
12640.0,2011-11-16 11:52:00,3,303.0,23,Low,0,0.5893602100883552
12641.0,2011-08-16 13:26:00,1,69.64999999999999,114,High,1,0.6900218712264445
12642.0,2011-11-14 15:03:00,3,168.76,24,Low,0,0.5948975080370748
12643.0,2011-08-03 12:56:00,12,367.55,127,High,1,0.19070970894011077
12644.0,2011-08-02 10:33:00,4,377.31,129,High,1,0.537207788396594
12645.0,2011-11-06 12:38:00,8,419.40999999999997,33,Low,0,0.3415997485892442
12646.0,2011-12-05 10:14:00,2,107.42,4,Low,0,0.6443392723312866
12647.0,2011-11-17 12:56:00,36,2697.59,21,Low,0,0.0013159129554439406
12648.0,2011-07-08 11:55:00,4,240.14,154,High,1,0.5430270944827797
12649.0,2011-08-24 14:41:00,8,320.27,106,High,1,0.3454182630717504
12650.0,2011-12-06 16:34:00,1,38.69,2,Low,0,0.6911517703369316
12651.0,2011-01-09 12:46:00,4,61.2,334,High,1,0.5506005988258393
12652.0,2011-01-12 15:00:00,2,154.07,330,High,1,0.6425112495819795
12653.0,2011-07-14 10:41:00,3,236.59,148,High,1,0.5921024956836902
12654.0,2011-11-29 10:10:00,5,167.98,10,Low,0,0.4963344397510439
12655.0,2010-10-12 09:17:00,1,87.85,423,High,1,0.6893565926500503
12656.0,2011-11-22 13:42:00,8,960.4,16,Low,0,0.32113228468453636
12657.0,2011-11-28 15:47:00,4,237.11,10,Low,0,0.5431555127727598
12658.0,2011-11-21 10:22:00,1,148.12,18,Low,0,0.6871479127736427
12659.0,2011-11-10 11:53:00,1,26.54,29,Low,0,0.6915945670686736
12660.0,2011-11-28 13:26:00,1,50.25,10,Low,0,0.6907301494110574
12661.0,2010-09-29 16:46:00,1,9.65,435,High,1,0.6922095243586269
12662.0,2011-12-09 11:59:00,20,1363.89,0,Low,0,0.03872568050885427
12663.0,2010-03-25 09:40:00,2,58.4,624,High,1,0.6462556396333946
12664.0,2011-12-01 17:07:00,11,511.92,7,Low,0,0.2191646663934567
12665.0,2011-01-19 08:34:00,3,83.65,324,High,1,0.5983958584727107
12666.0,2010-11-10 16:40:00,1,119.25,393,High,1,0.6882069630774601
12667.0,2011-10-12 17:00:00,1,119.6,57,Medium,0,0.6881941356257391
12668.0,2011-11-28 10:56:00,10,1877.45,11,Low,0,0.21345096643936445
12669.0,2011-07-12 09:54:00,3,1387.88,150,High,1,0.5438932611775927
12670.0,2011-11-29 15:23:00,7,424.90999999999997,9,Low,0,0.38755762408593
12671.0,2010-04-12 16:30:00,1,122.691,605,High,1,0.6880808383736658
12672.0,2011-01-14 09:20:00,2,99.6,329,High,1,0.644645296318945
12673.0,2011-12-04 13:55:00,3,219.34,4,Low,0,0.592813874413496
12674.0,2011-11-01 12:12:00,4,268.14,38,Low,0,0.5418401223808874
12675.0,2010-06-04 09:49:00,2,427.07,553,High,1,0.6317316145976846
12676.0,2011-11-15 12:25:00,11,560.51,24,Low,0,0.21774774625427026
12677.0,2010-06-02 14:30:00,2,85.15,554,High,1,0.6452104642183341
12678.0,2011-10-28 13:04:00,21,1805.96,41,Low,0,0.029690620682520326
12679.0,2011-10-12 12:30:00,4,192.2,58,Medium,0,0.5450582190540891
12680.0,2011-12-09 12:50:00,4,207.17000000000002,0,Low,0,0.544424127015605
12681.0,2011-11-25 11:33:00,45,4369.01,14,Low,0,0.00016439338621955526
12682.0,2011-12-06 10:00:00,52,3733.73,3,Low,0,4.5341784934742473e-05
12683.0,2011-12-05 16:31:00,21,1511.89,3,Low,0,0.031172288077586752
12684.0,2011-12-02 09:53:00,7,266.28,7,Low,0,0.3940077362161158
12685.0,2011-11-11 13:46:00,6,482.15,27,Low,0,0.43343636984696976
12686.0,2010-12-03 09:51:00,1,45.62,371,High,1,0.6908990547784671
12687.0,2010-08-16 12:12:00,2,564.93,480,High,1,0.6262368845919791
12688.0,2011-08-18 08:49:00,1,705.33,113,High,1,0.6663336275504114
12689.0,2011-11-14 08:31:00,2,205.34,25,Low,0,0.6404973957241241
12690.0,2011-05-18 09:09:00,1,88.42999999999999,205,High,1,0.68933537857025
12691.0,2011-11-11 16:49:00,7,198.7,27,Low,0,0.3967670355813461
12692.0,2010-03-12 14:02:00,1,40.6,636,High,1,0.6910821299827937
